Timestamp,MachineID,RepairID,RepairType,Component,RepairDescription,RepairDuration
2024-03-09,Machine_2,698,Type_2,Component_3,Type_2 performed on Component_3,16
2024-03-22,Machine_1,699,Type_4,Component_1,Type_4 performed on Component_1,11
2024-04-02,Machine_3,700,Type_3,Component_5,Type_3 performed on Component_5,45
2024-03-26,Machine_7,701,Type_1,Component_2,Type_1 performed on Component_2,18
2024-03-07,Machine_5,702,Type_5,Component_8,Type_5 performed on Component_8,13
2024-03-25,Machine_7,703,Type_4,Component_2,Type_4 performed on Component_2,13
2024-01-06,Machine_5,704,Type_5,Component_8,Type_5 performed on Component_8,39
2024-01-15,Machine_7,705,Type_3,Component_1,Type_3 performed on Component_1,8
2024-01-08,Machine_9,706,Type_2,Component_2,Type_2 performed on Component_2,46
2024-01-28,Machine_3,707,Type_2,Component_1,Type_2 performed on Component_1,1
2024-02-20,Machine_6,708,Type_1,Component_5,Type_1 performed on Component_5,31
2024-02-05,Machine_6,709,Type_4,Component_6,Type_4 performed on Component_6,36
2024-03-05,Machine_5,710,Type_5,Component_6,Type_5 performed on Component_6,45
2024-02-03,Machine_2,711,Type_5,Component_10,Type_5 performed on Component_10,45
2024-03-08,Machine_10,712,Type_5,Component_6,Type_5 performed on Component_6,8
2024-03-15,Machine_4,713,Type_2,Component_4,Type_2 performed on Component_4,41
2024-01-09,Machine_4,714,Type_4,Component_3,Type_4 performed on Component_3,22
2024-03-26,Machine_3,715,Type_1,Component_5,Type_1 performed on Component_5,42
2024-01-13,Machine_2,716,Type_4,Component_2,Type_4 performed on Component_2,24
2024-01-05,Machine_4,717,Type_1,Component_1,Type_1 performed on Component_1,37
2024-02-24,Machine_3,718,Type_3,Component_4,Type_3 performed on Component_4,36
2024-02-18,Machine_6,719,Type_3,Component_2,Type_3 performed on Component_2,42
2024-01-19,Machine_8,720,Type_5,Component_10,Type_5 performed on Component_10,8
2024-02-19,Machine_1,721,Type_1,Component_6,Type_1 performed on Component_6,9
2024-03-18,Machine_7,722,Type_4,Component_10,Type_4 performed on Component_10,5
2024-03-03,Machine_7,723,Type_3,Component_10,Type_3 performed on Component_10,1
2024-03-16,Machine_3,724,Type_3,Component_3,Type_3 performed on Component_3,46
2024-03-26,Machine_8,725,Type_2,Component_8,Type_2 performed on Component_8,11
2024-04-09,Machine_8,726,Type_4,Component_7,Type_4 performed on Component_7,1
2024-03-04,Machine_6,727,Type_3,Component_3,Type_3 performed on Component_3,37
2024-03-14,Machine_10,728,Type_3,Component_4,Type_3 performed on Component_4,14
2024-03-08,Machine_1,729,Type_3,Component_8,Type_3 performed on Component_8,12
2024-02-17,Machine_8,730,Type_4,Component_7,Type_4 performed on Component_7,5
2024-01-22,Machine_1,731,Type_4,Component_1,Type_4 performed on Component_1,27
2024-03-24,Machine_8,732,Type_2,Component_3,Type_2 performed on Component_3,7
2024-02-05,Machine_9,733,Type_2,Component_6,Type_2 performed on Component_6,10
2024-01-27,Machine_6,734,Type_2,Component_6,Type_2 performed on Component_6,15
2024-02-08,Machine_1,735,Type_4,Component_7,Type_4 performed on Component_7,11
2024-04-07,Machine_1,736,Type_5,Component_6,Type_5 performed on Component_6,6
2024-03-22,Machine_10,737,Type_1,Component_1,Type_1 performed on Component_1,33
2024-02-22,Machine_9,738,Type_4,Component_8,Type_4 performed on Component_8,2
2024-03-04,Machine_5,739,Type_1,Component_5,Type_1 performed on Component_5,2
2024-01-16,Machine_4,740,Type_2,Component_3,Type_2 performed on Component_3,40
2024-02-05,Machine_4,741,Type_1,Component_1,Type_1 performed on Component_1,45
2024-01-25,Machine_2,742,Type_3,Component_10,Type_3 performed on Component_10,48
2024-01-05,Machine_5,743,Type_4,Component_9,Type_4 performed on Component_9,7
2024-04-03,Machine_10,744,Type_5,Component_9,Type_5 performed on Component_9,7
2024-04-05,Machine_7,745,Type_3,Component_10,Type_3 performed on Component_10,48
2024-03-24,Machine_1,746,Type_4,Component_9,Type_4 performed on Component_9,14
2024-02-12,Machine_3,747,Type_5,Component_4,Type_5 performed on Component_4,29
2024-02-04,Machine_6,748,Type_1,Component_4,Type_1 performed on Component_4,35
2024-03-15,Machine_6,749,Type_3,Component_6,Type_3 performed on Component_6,17
2024-04-08,Machine_9,750,Type_2,Component_9,Type_2 performed on Component_9,19
2024-01-07,Machine_1,751,Type_1,Component_8,Type_1 performed on Component_8,32
2024-02-21,Machine_9,752,Type_2,Component_9,Type_2 performed on Component_9,29
2024-03-03,Machine_4,753,Type_1,Component_3,Type_1 performed on Component_3,16
2024-03-27,Machine_7,754,Type_3,Component_2,Type_3 performed on Component_2,34
2024-01-16,Machine_7,755,Type_3,Component_1,Type_3 performed on Component_1,33
2024-01-17,Machine_7,756,Type_4,Component_9,Type_4 performed on Component_9,32
2024-01-01,Machine_4,757,Type_3,Component_1,Type_3 performed on Component_1,2
2024-04-07,Machine_5,758,Type_2,Component_7,Type_2 performed on Component_7,36
2024-01-13,Machine_4,759,Type_1,Component_9,Type_1 performed on Component_9,22
2024-01-19,Machine_1,760,Type_2,Component_1,Type_2 performed on Component_1,12
2024-01-01,Machine_8,761,Type_2,Component_2,Type_2 performed on Component_2,45
2024-01-09,Machine_4,762,Type_1,Component_4,Type_1 performed on Component_4,34
2024-02-11,Machine_2,763,Type_4,Component_5,Type_4 performed on Component_5,20
2024-03-22,Machine_10,764,Type_3,Component_8,Type_3 performed on Component_8,48
2024-03-19,Machine_4,765,Type_3,Component_4,Type_3 performed on Component_4,27
2024-01-07,Machine_10,766,Type_2,Component_9,Type_2 performed on Component_9,38
2024-03-13,Machine_5,767,Type_1,Component_9,Type_1 performed on Component_9,9
2024-04-05,Machine_6,768,Type_2,Component_7,Type_2 performed on Component_7,34
2024-02-05,Machine_3,769,Type_5,Component_5,Type_5 performed on Component_5,5
2024-02-08,Machine_5,770,Type_3,Component_7,Type_3 performed on Component_7,28
2024-02-08,Machine_7,771,Type_4,Component_10,Type_4 performed on Component_10,27
2024-02-09,Machine_7,772,Type_1,Component_7,Type_1 performed on Component_7,31
2024-03-16,Machine_10,773,Type_4,Component_2,Type_4 performed on Component_2,37
2024-01-01,Machine_9,774,Type_2,Component_2,Type_2 performed on Component_2,32
2024-04-03,Machine_8,775,Type_5,Component_2,Type_5 performed on Component_2,19
2024-02-09,Machine_8,776,Type_3,Component_8,Type_3 performed on Component_8,30
2024-03-02,Machine_4,777,Type_5,Component_8,Type_5 performed on Component_8,38
2024-02-20,Machine_3,778,Type_2,Component_4,Type_2 performed on Component_4,38
2024-03-02,Machine_5,779,Type_5,Component_8,Type_5 performed on Component_8,21
2024-02-02,Machine_10,780,Type_3,Component_3,Type_3 performed on Component_3,19
2024-03-12,Machine_10,781,Type_4,Component_1,Type_4 performed on Component_1,31
2024-02-05,Machine_10,782,Type_2,Component_5,Type_2 performed on Component_5,29
2024-02-01,Machine_4,783,Type_5,Component_8,Type_5 performed on Component_8,20
2024-01-01,Machine_10,784,Type_3,Component_1,Type_3 performed on Component_1,45
2024-02-14,Machine_9,785,Type_1,Component_6,Type_1 performed on Component_6,25
2024-02-16,Machine_2,786,Type_1,Component_6,Type_1 performed on Component_6,40
2024-01-18,Machine_1,787,Type_1,Component_6,Type_1 performed on Component_6,29
2024-02-29,Machine_9,788,Type_2,Component_5,Type_2 performed on Component_5,4
2024-02-26,Machine_10,789,Type_2,Component_4,Type_2 performed on Component_4,19
2024-02-08,Machine_8,790,Type_5,Component_1,Type_5 performed on Component_1,44
2024-01-05,Machine_10,791,Type_5,Component_6,Type_5 performed on Component_6,48
2024-01-15,Machine_2,792,Type_2,Component_4,Type_2 performed on Component_4,3
2024-01-18,Machine_1,793,Type_2,Component_10,Type_2 performed on Component_10,25
2024-03-31,Machine_8,794,Type_5,Component_1,Type_5 performed on Component_1,19
2024-02-21,Machine_2,795,Type_1,Component_6,Type_1 performed on Component_6,38
2024-01-01,Machine_5,796,Type_1,Component_6,Type_1 performed on Component_6,23
2024-03-11,Machine_10,797,Type_1,Component_10,Type_1 performed on Component_10,17
2024-02-11,Machine_3,798,Type_1,Component_9,Type_1 performed on Component_9,41
2024-01-19,Machine_8,799,Type_3,Component_3,Type_3 performed on Component_3,26
2024-03-26,Machine_2,800,Type_3,Component_9,Type_3 performed on Component_9,9
2024-01-24,Machine_6,801,Type_2,Component_10,Type_2 performed on Component_10,13
2024-01-28,Machine_2,802,Type_5,Component_2,Type_5 performed on Component_2,31
2024-01-18,Machine_6,803,Type_1,Component_3,Type_1 performed on Component_3,6
2024-04-07,Machine_10,804,Type_1,Component_1,Type_1 performed on Component_1,8
2024-03-20,Machine_3,805,Type_5,Component_7,Type_5 performed on Component_7,21
2024-03-05,Machine_2,806,Type_2,Component_6,Type_2 performed on Component_6,31
2024-02-23,Machine_2,807,Type_3,Component_5,Type_3 performed on Component_5,37
2024-01-27,Machine_6,808,Type_4,Component_7,Type_4 performed on Component_7,16
2024-02-04,Machine_7,809,Type_4,Component_2,Type_4 performed on Component_2,41
2024-02-03,Machine_7,810,Type_4,Component_4,Type_4 performed on Component_4,30
2024-01-07,Machine_5,811,Type_2,Component_1,Type_2 performed on Component_1,32
2024-01-26,Machine_10,812,Type_1,Component_8,Type_1 performed on Component_8,48
2024-02-23,Machine_7,813,Type_2,Component_2,Type_2 performed on Component_2,46
2024-03-15,Machine_8,814,Type_1,Component_6,Type_1 performed on Component_6,17
2024-01-02,Machine_7,815,Type_5,Component_5,Type_5 performed on Component_5,25
2024-02-24,Machine_8,816,Type_2,Component_1,Type_2 performed on Component_1,47
2024-01-19,Machine_7,817,Type_3,Component_8,Type_3 performed on Component_8,7
2024-04-03,Machine_1,818,Type_5,Component_4,Type_5 performed on Component_4,25
2024-01-13,Machine_8,819,Type_4,Component_2,Type_4 performed on Component_2,11
2024-03-05,Machine_8,820,Type_3,Component_7,Type_3 performed on Component_7,9
2024-02-17,Machine_4,821,Type_5,Component_8,Type_5 performed on Component_8,38
2024-02-03,Machine_3,822,Type_4,Component_10,Type_4 performed on Component_10,43
2024-01-09,Machine_2,823,Type_1,Component_9,Type_1 performed on Component_9,35
2024-02-03,Machine_3,824,Type_5,Component_2,Type_5 performed on Component_2,36
2024-04-01,Machine_4,825,Type_1,Component_7,Type_1 performed on Component_7,26
2024-02-06,Machine_4,826,Type_5,Component_6,Type_5 performed on Component_6,40
2024-01-13,Machine_6,827,Type_5,Component_6,Type_5 performed on Component_6,37
2024-03-17,Machine_1,828,Type_1,Component_5,Type_1 performed on Component_5,38
2024-04-04,Machine_2,829,Type_1,Component_4,Type_1 performed on Component_4,5
2024-02-22,Machine_1,830,Type_2,Component_10,Type_2 performed on Component_10,16
2024-03-31,Machine_8,831,Type_2,Component_5,Type_2 performed on Component_5,31
2024-01-31,Machine_9,832,Type_1,Component_5,Type_1 performed on Component_5,47
2024-03-10,Machine_7,833,Type_1,Component_3,Type_1 performed on Component_3,15
2024-04-08,Machine_3,834,Type_4,Component_6,Type_4 performed on Component_6,29
2024-02-27,Machine_5,835,Type_3,Component_3,Type_3 performed on Component_3,19
2024-01-24,Machine_3,836,Type_2,Component_6,Type_2 performed on Component_6,26
2024-01-15,Machine_6,837,Type_3,Component_1,Type_3 performed on Component_1,1
2024-02-26,Machine_2,838,Type_1,Component_5,Type_1 performed on Component_5,6
2024-03-06,Machine_2,839,Type_3,Component_1,Type_3 performed on Component_1,26
2024-02-05,Machine_4,840,Type_2,Component_3,Type_2 performed on Component_3,22
2024-04-07,Machine_10,841,Type_5,Component_4,Type_5 performed on Component_4,40
2024-03-31,Machine_3,842,Type_3,Component_4,Type_3 performed on Component_4,30
2024-02-20,Machine_5,843,Type_3,Component_9,Type_3 performed on Component_9,12
2024-03-06,Machine_6,844,Type_3,Component_6,Type_3 performed on Component_6,14
2024-02-06,Machine_3,845,Type_1,Component_7,Type_1 performed on Component_7,24
2024-03-21,Machine_7,846,Type_2,Component_4,Type_2 performed on Component_4,40
2024-04-04,Machine_4,847,Type_4,Component_7,Type_4 performed on Component_7,34
2024-02-04,Machine_10,848,Type_4,Component_2,Type_4 performed on Component_2,13
2024-01-24,Machine_7,849,Type_3,Component_7,Type_3 performed on Component_7,40
2024-02-16,Machine_3,850,Type_5,Component_5,Type_5 performed on Component_5,35
2024-01-11,Machine_5,851,Type_5,Component_4,Type_5 performed on Component_4,33
2024-01-14,Machine_7,852,Type_3,Component_2,Type_3 performed on Component_2,31
2024-02-09,Machine_6,853,Type_2,Component_3,Type_2 performed on Component_3,39
2024-03-21,Machine_1,854,Type_4,Component_9,Type_4 performed on Component_9,37
2024-02-28,Machine_10,855,Type_5,Component_8,Type_5 performed on Component_8,20
2024-03-29,Machine_8,856,Type_4,Component_5,Type_4 performed on Component_5,46
2024-03-24,Machine_8,857,Type_2,Component_2,Type_2 performed on Component_2,45
2024-02-17,Machine_7,858,Type_4,Component_7,Type_4 performed on Component_7,36
2024-01-07,Machine_5,859,Type_1,Component_10,Type_1 performed on Component_10,24
2024-01-26,Machine_10,860,Type_3,Component_8,Type_3 performed on Component_8,28
2024-03-12,Machine_5,861,Type_5,Component_6,Type_5 performed on Component_6,10
2024-02-13,Machine_4,862,Type_1,Component_4,Type_1 performed on Component_4,36
2024-03-15,Machine_1,863,Type_4,Component_4,Type_4 performed on Component_4,34
2024-02-04,Machine_9,864,Type_2,Component_8,Type_2 performed on Component_8,24
2024-01-16,Machine_6,865,Type_1,Component_5,Type_1 performed on Component_5,27
2024-03-31,Machine_10,866,Type_1,Component_9,Type_1 performed on Component_9,6
2024-02-28,Machine_5,867,Type_2,Component_5,Type_2 performed on Component_5,38
2024-02-17,Machine_2,868,Type_3,Component_8,Type_3 performed on Component_8,38
2024-01-30,Machine_9,869,Type_2,Component_9,Type_2 performed on Component_9,44
2024-01-25,Machine_8,870,Type_1,Component_6,Type_1 performed on Component_6,11
2024-01-14,Machine_2,871,Type_1,Component_2,Type_1 performed on Component_2,14
2024-01-30,Machine_1,872,Type_1,Component_6,Type_1 performed on Component_6,38
2024-03-19,Machine_10,873,Type_1,Component_3,Type_1 performed on Component_3,42
2024-02-23,Machine_4,874,Type_5,Component_7,Type_5 performed on Component_7,27
2024-03-18,Machine_2,875,Type_4,Component_7,Type_4 performed on Component_7,42
2024-04-03,Machine_4,876,Type_1,Component_5,Type_1 performed on Component_5,27
2024-03-14,Machine_3,877,Type_4,Component_1,Type_4 performed on Component_1,16
2024-02-28,Machine_7,878,Type_4,Component_4,Type_4 performed on Component_4,45
2024-04-05,Machine_8,879,Type_2,Component_4,Type_2 performed on Component_4,27
2024-02-20,Machine_2,880,Type_3,Component_7,Type_3 performed on Component_7,7
2024-03-26,Machine_2,881,Type_3,Component_9,Type_3 performed on Component_9,33
2024-03-31,Machine_5,882,Type_5,Component_9,Type_5 performed on Component_9,10
2024-03-03,Machine_6,883,Type_2,Component_7,Type_2 performed on Component_7,31
2024-01-19,Machine_1,884,Type_2,Component_4,Type_2 performed on Component_4,43
2024-01-01,Machine_10,885,Type_5,Component_4,Type_5 performed on Component_4,47
2024-01-22,Machine_3,886,Type_1,Component_1,Type_1 performed on Component_1,16
2024-01-16,Machine_5,887,Type_4,Component_10,Type_4 performed on Component_10,21
2024-02-07,Machine_10,888,Type_2,Component_2,Type_2 performed on Component_2,12
2024-01-30,Machine_8,889,Type_3,Component_7,Type_3 performed on Component_7,1
2024-01-20,Machine_5,890,Type_5,Component_4,Type_5 performed on Component_4,12
2024-01-15,Machine_2,891,Type_5,Component_9,Type_5 performed on Component_9,7
2024-02-26,Machine_10,892,Type_1,Component_3,Type_1 performed on Component_3,45
2024-01-24,Machine_5,893,Type_3,Component_7,Type_3 performed on Component_7,30
2024-02-11,Machine_4,894,Type_1,Component_9,Type_1 performed on Component_9,46
2024-02-07,Machine_6,895,Type_5,Component_3,Type_5 performed on Component_3,43
2024-02-22,Machine_1,896,Type_2,Component_2,Type_2 performed on Component_2,15
2024-01-08,Machine_9,897,Type_5,Component_10,Type_5 performed on Component_10,16
2024-02-08,Machine_9,898,Type_2,Component_7,Type_2 performed on Component_7,33
2024-03-31,Machine_5,899,Type_4,Component_5,Type_4 performed on Component_5,7
2024-01-03,Machine_8,900,Type_5,Component_8,Type_5 performed on Component_8,1
2024-03-14,Machine_7,901,Type_3,Component_6,Type_3 performed on Component_6,31
2024-03-01,Machine_1,902,Type_4,Component_1,Type_4 performed on Component_1,12
2024-03-05,Machine_3,903,Type_2,Component_9,Type_2 performed on Component_9,8
2024-02-19,Machine_9,904,Type_2,Component_6,Type_2 performed on Component_6,15
2024-04-09,Machine_10,905,Type_5,Component_8,Type_5 performed on Component_8,1
2024-02-29,Machine_8,906,Type_5,Component_5,Type_5 performed on Component_5,32
2024-03-20,Machine_5,907,Type_2,Component_2,Type_2 performed on Component_2,27
2024-03-05,Machine_10,908,Type_1,Component_9,Type_1 performed on Component_9,41
2024-01-14,Machine_6,909,Type_4,Component_10,Type_4 performed on Component_10,5
2024-02-28,Machine_8,910,Type_3,Component_8,Type_3 performed on Component_8,1
2024-01-28,Machine_8,911,Type_4,Component_8,Type_4 performed on Component_8,47
2024-02-20,Machine_7,912,Type_4,Component_2,Type_4 performed on Component_2,8
2024-01-10,Machine_2,913,Type_4,Component_8,Type_4 performed on Component_8,7
2024-04-02,Machine_10,914,Type_1,Component_4,Type_1 performed on Component_4,5
2024-04-02,Machine_1,915,Type_2,Component_7,Type_2 performed on Component_7,30
2024-02-15,Machine_4,916,Type_2,Component_2,Type_2 performed on Component_2,39
2024-01-24,Machine_1,917,Type_5,Component_10,Type_5 performed on Component_10,9
2024-04-06,Machine_8,918,Type_4,Component_2,Type_4 performed on Component_2,44
2024-01-07,Machine_8,919,Type_2,Component_4,Type_2 performed on Component_4,38
2024-03-06,Machine_4,920,Type_1,Component_4,Type_1 performed on Component_4,42
2024-03-29,Machine_2,921,Type_4,Component_7,Type_4 performed on Component_7,3
2024-01-14,Machine_3,922,Type_5,Component_4,Type_5 performed on Component_4,42
2024-02-23,Machine_10,923,Type_1,Component_5,Type_1 performed on Component_5,45
2024-03-26,Machine_10,924,Type_3,Component_5,Type_3 performed on Component_5,42
2024-01-08,Machine_9,925,Type_2,Component_9,Type_2 performed on Component_9,17
2024-03-01,Machine_8,926,Type_4,Component_7,Type_4 performed on Component_7,3
2024-01-23,Machine_8,927,Type_3,Component_3,Type_3 performed on Component_3,1
2024-03-08,Machine_6,928,Type_2,Component_10,Type_2 performed on Component_10,28
2024-03-27,Machine_5,929,Type_2,Component_2,Type_2 performed on Component_2,42
2024-02-17,Machine_3,930,Type_5,Component_6,Type_5 performed on Component_6,31
2024-03-30,Machine_2,931,Type_2,Component_10,Type_2 performed on Component_10,9
2024-02-11,Machine_5,932,Type_1,Component_8,Type_1 performed on Component_8,13
2024-03-30,Machine_5,933,Type_3,Component_5,Type_3 performed on Component_5,45
2024-03-06,Machine_9,934,Type_3,Component_8,Type_3 performed on Component_8,47
2024-01-19,Machine_9,935,Type_1,Component_9,Type_1 performed on Component_9,10
2024-02-19,Machine_4,936,Type_5,Component_10,Type_5 performed on Component_10,31
2024-01-19,Machine_4,937,Type_3,Component_2,Type_3 performed on Component_2,46
2024-02-03,Machine_8,938,Type_1,Component_4,Type_1 performed on Component_4,47
2024-01-19,Machine_7,939,Type_2,Component_9,Type_2 performed on Component_9,11
2024-04-05,Machine_8,940,Type_5,Component_5,Type_5 performed on Component_5,9
2024-03-15,Machine_5,941,Type_2,Component_8,Type_2 performed on Component_8,24
2024-03-10,Machine_2,942,Type_4,Component_8,Type_4 performed on Component_8,7
2024-04-04,Machine_1,943,Type_2,Component_3,Type_2 performed on Component_3,14
2024-01-18,Machine_5,944,Type_2,Component_2,Type_2 performed on Component_2,21
2024-03-17,Machine_8,945,Type_1,Component_4,Type_1 performed on Component_4,31
2024-03-17,Machine_9,946,Type_1,Component_2,Type_1 performed on Component_2,4
2024-04-09,Machine_6,947,Type_1,Component_8,Type_1 performed on Component_8,14
2024-02-07,Machine_9,948,Type_2,Component_8,Type_2 performed on Component_8,1
2024-03-08,Machine_10,949,Type_5,Component_4,Type_5 performed on Component_4,6
2024-03-25,Machine_4,950,Type_3,Component_2,Type_3 performed on Component_2,33
2024-02-25,Machine_4,951,Type_3,Component_2,Type_3 performed on Component_2,28
2024-04-03,Machine_3,952,Type_2,Component_6,Type_2 performed on Component_6,1
2024-01-16,Machine_5,953,Type_3,Component_6,Type_3 performed on Component_6,10
2024-03-08,Machine_10,954,Type_1,Component_10,Type_1 performed on Component_10,2
2024-01-05,Machine_1,955,Type_1,Component_3,Type_1 performed on Component_3,35
2024-01-22,Machine_7,956,Type_2,Component_10,Type_2 performed on Component_10,26
2024-01-19,Machine_3,957,Type_2,Component_10,Type_2 performed on Component_10,38
2024-01-21,Machine_9,958,Type_5,Component_9,Type_5 performed on Component_9,19
2024-02-07,Machine_2,959,Type_2,Component_4,Type_2 performed on Component_4,21
2024-02-20,Machine_8,960,Type_3,Component_7,Type_3 performed on Component_7,42
2024-01-11,Machine_3,961,Type_4,Component_2,Type_4 performed on Component_2,34
2024-01-28,Machine_7,962,Type_1,Component_5,Type_1 performed on Component_5,11
2024-02-22,Machine_5,963,Type_2,Component_2,Type_2 performed on Component_2,46
2024-02-20,Machine_1,964,Type_5,Component_1,Type_5 performed on Component_1,31
2024-01-15,Machine_1,965,Type_5,Component_5,Type_5 performed on Component_5,44
2024-03-08,Machine_4,966,Type_1,Component_9,Type_1 performed on Component_9,22
2024-03-18,Machine_10,967,Type_2,Component_5,Type_2 performed on Component_5,14
2024-02-19,Machine_9,968,Type_4,Component_3,Type_4 performed on Component_3,3
2024-03-11,Machine_3,969,Type_2,Component_5,Type_2 performed on Component_5,2
2024-02-16,Machine_4,970,Type_3,Component_4,Type_3 performed on Component_4,45
2024-01-31,Machine_2,971,Type_4,Component_5,Type_4 performed on Component_5,37
2024-03-25,Machine_6,972,Type_5,Component_1,Type_5 performed on Component_1,3
2024-03-01,Machine_7,973,Type_3,Component_10,Type_3 performed on Component_10,13
2024-01-29,Machine_6,974,Type_5,Component_4,Type_5 performed on Component_4,46
2024-04-05,Machine_9,975,Type_5,Component_10,Type_5 performed on Component_10,18
2024-03-13,Machine_5,976,Type_5,Component_2,Type_5 performed on Component_2,10
2024-02-15,Machine_2,977,Type_4,Component_10,Type_4 performed on Component_10,35
2024-03-05,Machine_4,978,Type_4,Component_10,Type_4 performed on Component_10,36
2024-01-12,Machine_2,979,Type_5,Component_6,Type_5 performed on Component_6,16
2024-03-10,Machine_3,980,Type_2,Component_1,Type_2 performed on Component_1,33
2024-02-04,Machine_9,981,Type_3,Component_7,Type_3 performed on Component_7,29
2024-01-01,Machine_2,982,Type_4,Component_9,Type_4 performed on Component_9,48
2024-01-05,Machine_7,983,Type_2,Component_8,Type_2 performed on Component_8,16
2024-03-27,Machine_8,984,Type_2,Component_1,Type_2 performed on Component_1,34
2024-04-05,Machine_3,985,Type_5,Component_10,Type_5 performed on Component_10,2
2024-03-07,Machine_5,986,Type_5,Component_5,Type_5 performed on Component_5,38
2024-01-13,Machine_9,987,Type_5,Component_5,Type_5 performed on Component_5,10
2024-02-27,Machine_5,988,Type_5,Component_6,Type_5 performed on Component_6,41
2024-02-22,Machine_9,989,Type_1,Component_6,Type_1 performed on Component_6,1
2024-02-02,Machine_4,990,Type_5,Component_4,Type_5 performed on Component_4,35
2024-01-20,Machine_9,991,Type_1,Component_10,Type_1 performed on Component_10,27
2024-01-12,Machine_6,992,Type_4,Component_7,Type_4 performed on Component_7,45
2024-01-20,Machine_3,993,Type_5,Component_7,Type_5 performed on Component_7,37
2024-03-31,Machine_10,994,Type_4,Component_1,Type_4 performed on Component_1,37
2024-03-17,Machine_1,995,Type_2,Component_2,Type_2 performed on Component_2,14
2024-03-08,Machine_2,996,Type_3,Component_5,Type_3 performed on Component_5,35
2024-03-27,Machine_9,997,Type_1,Component_10,Type_1 performed on Component_10,38
2024-01-01,Machine_6,998,Type_2,Component_7,Type_2 performed on Component_7,5
2024-01-03,Machine_1,999,Type_4,Component_10,Type_4 performed on Component_10,6
2024-03-15,Machine_7,1000,Type_5,Component_2,Type_5 performed on Component_2,36
